index,label
6342,18
6343,0
6344,12
6345,20
6346,14
6347,19
6348,19
6349,0
6350,16
6351,12
6352,18
6353,10
6354,15
6355,22
6356,24
6357,16
6358,13
6359,21
6360,21
6361,24
6362,10
6363,14
6364,16
6365,4
6366,14
6367,17
6368,12
6369,17
6370,3
6371,13
6372,18
6373,22
6374,19
6375,23
6376,21
6377,5
6378,3
6379,13
6380,2
6381,14
6382,20
6383,15
6384,21
6385,19
6386,19
6387,22
6388,17
6389,17
6390,15
6391,3
6392,14
6393,11
6394,1
6395,1
6396,19
6397,0
6398,11
6399,18
6400,22
6401,11
6402,16
6403,8
6404,16
6405,14
6406,1
6407,16
6408,13
6409,4
6410,16
6411,0
6412,16
6413,13
6414,14
6415,23
6416,12
6417,17
6418,0
6419,21
6420,19
6421,14
6422,23
6423,8
6424,12
6425,20
6426,21
6427,18
6428,21
6429,7
6430,14
6431,3
6432,13
6433,14
6434,24
6435,20
6436,2
6437,17
6438,5
6439,8
6440,13
6441,17
6442,22
6443,22
6444,21
6445,16
6446,4
6447,8
6448,10
6449,10
6450,13
6451,10
6452,4
6453,22
6454,14
6455,5
6456,23
6457,8
6458,20
6459,14
6460,17
6461,3
6462,3
6463,10
6464,3
6465,19
6466,16
6467,17
6468,19
6469,19
6470,12
6471,12
6472,17
6473,13
6474,10
6475,22
6476,6
6477,24
6478,7
6479,12
6480,16
6481,7
6482,20
6483,16
6484,16
6485,19
6486,21
6487,18
6488,1
6489,2
6490,11
6491,15
6492,21
6493,3
6494,3
6495,20
6496,22
6497,17
6498,18
6499,3
6500,19
6501,6
6502,22
6503,21
6504,17
6505,17
6506,23
6507,15
6508,17
6509,6
6510,4
6511,12
6512,13
6513,22
6514,0
6515,8
6516,15
6517,0
6518,8
6519,24
6520,0
6521,4
6522,8
6523,5
6524,8
6525,15
6526,8
6527,2
6528,18
6529,20
6530,15
6531,14
6532,15
6533,10
6534,16
6535,11
6536,13
6537,13
6538,10
6539,6
6540,15
6541,15
6542,24
6543,2
6544,23
6545,22
6546,7
6547,21
6548,8
6549,8
6550,22
6551,20
6552,4
6553,13
6554,12
6555,0
6556,3
6557,17
6558,24
6559,10
6560,16
6561,4
6562,7
6563,20
6564,2
6565,17
6566,17
6567,6
6568,20
6569,22
6570,17
6571,12
6572,2
6573,14
6574,5
6575,23
6576,8
6577,5
6578,19
6579,14
6580,8
6581,20
6582,23
6583,19
6584,23
6585,15
6586,0
6587,23
6588,19
6589,4
6590,3
6591,19
6592,2
6593,3
6594,2
6595,18
6596,23
6597,20
6598,3
6599,12
6600,5
6601,21
6602,18
6603,24
6604,20
6605,23
6606,7
6607,24
6608,7
6609,15
6610,14
6611,8
6612,15
6613,19
6614,12
6615,13
6616,21
6617,21
6618,15
6619,2
6620,13
6621,20
6622,0
6623,11
6624,3
6625,13
6626,19
6627,16
6628,16
6629,16
6630,19
6631,5
6632,24
6633,4
6634,2
6635,14
6636,22
6637,13
6638,11
6639,15
6640,24
6641,20
6642,18
6643,21
6644,4
6645,4
6646,20
6647,15
6648,18
6649,22
6650,11
6651,24
6652,1
6653,0
6654,5
6655,21
6656,10
6657,8
6658,21
6659,2
6660,2
6661,18
6662,23
6663,1
6664,12
6665,14
6666,23
6667,24
6668,3
6669,23
6670,15
6671,3
6672,22
6673,7
6674,19
6675,4
6676,22
6677,12
6678,21
6679,19
6680,10
6681,7
6682,21
6683,22
6684,2
6685,10
6686,1
6687,16
6688,18
6689,4
6690,17
6691,22
6692,7
6693,13
6694,7
6695,4
6696,0
6697,11
6698,24
6699,0
6700,10
6701,13
6702,22
6703,8
6704,24
6705,1
6706,5
6707,16
6708,14
6709,19
6710,14
6711,16
6712,20
6713,8
6714,22
6715,15
6716,20
6717,8
6718,19
6719,10
6720,13
6721,3
6722,7
6723,7
6724,23
6725,19
6726,0
6727,23
6728,22
6729,1
6730,20
6731,13
6732,5
6733,12
6734,21
6735,23
6736,6
6737,17
6738,17
6739,20
6740,15
6741,24
6742,11
6743,3
6744,24
6745,15
6746,8
6747,13
6748,0
6749,1
6750,7
6751,23
6752,20
6753,20
6754,3
6755,11
6756,13
6757,0
6758,1
6759,1
6760,10
6761,14
6762,19
6763,7
6764,7
6765,3
6766,7
6767,17
6768,5
6769,11
6770,22
6771,6
6772,4
6773,13
6774,24
6775,5
6776,7
6777,16
6778,3
6779,19
6780,3
6781,19
6782,6
6783,21
6784,12
6785,22
6786,16
6787,4
6788,8
6789,2
6790,23
6791,14
6792,20
6793,19
6794,16
6795,3
6796,20
6797,3
6798,6
6799,19
6800,14
6801,3
6802,15
6803,4
6804,6
6805,8
6806,3
6807,2
6808,16
6809,23
6810,5
6811,20
6812,16
6813,14
6814,18
6815,8
6816,17
6817,18
6818,16
6819,6
6820,24
6821,24
6822,20
6823,16
6824,22
6825,5
6826,22
6827,14
6828,14
6829,8
6830,11
6831,6
6832,7
6833,22
6834,0
6835,12
6836,10
6837,17
6838,10
6839,3
6840,13
6841,6
6842,7
6843,24
6844,16
6845,0
6846,19
6847,16
6848,13
6849,7
6850,20
6851,0
6852,3
6853,11
6854,13
6855,14
6856,1
6857,23
6858,24
6859,19
6860,14
6861,16
6862,16
6863,18
6864,22
6865,4
6866,10
6867,24
6868,22
6869,15
6870,19
6871,3
6872,12
6873,3
6874,0
6875,2
6876,1
6877,6
6878,16
6879,18
6880,5
6881,3
6882,14
6883,8
6884,18
6885,1
6886,3
6887,1
6888,10
6889,0
6890,2
6891,8
6892,19
6893,16
6894,22
6895,20
6896,11
6897,3
6898,18
6899,17
6900,10
6901,7
6902,6
6903,0
6904,17
6905,2
6906,21
6907,22
6908,5
6909,11
6910,8
6911,12
6912,11
6913,2
6914,2
6915,8
6916,20
6917,10
6918,11
6919,6
6920,16
6921,19
6922,13
6923,14
6924,23
6925,2
6926,2
6927,22
6928,23
6929,8
6930,19
6931,0
6932,6
6933,0
6934,23
6935,10
6936,13
6937,14
6938,18
6939,23
6940,23
6941,5
6942,1
6943,1
6944,5
6945,16
6946,15
6947,8
6948,5
6949,10
6950,20
6951,4
6952,14
6953,22
6954,20
6955,5
6956,15
6957,24
6958,16
6959,22
6960,24
6961,3
6962,4
6963,11
6964,6
6965,20
6966,3
6967,3
6968,20
6969,0
6970,10
6971,19
6972,2
6973,6
6974,2
6975,16
6976,4
6977,22
6978,11
6979,10
6980,1
6981,24
6982,0
6983,13
6984,7
6985,13
6986,15
6987,17
6988,8
6989,20
6990,19
6991,24
6992,15
6993,17
6994,18
6995,4
6996,11
6997,4
6998,2
6999,1
7000,23
7001,8
7002,2
7003,11
7004,19
7005,8
7006,6
7007,18
7008,18
7009,12
7010,0
7011,23
7012,20
7013,11
7014,5
7015,10
7016,18
7017,13
7018,24
7019,15
7020,17
7021,6
7022,15
7023,13
7024,8
7025,12
7026,15
7027,21
7028,23
7029,24
7030,12
7031,1
7032,2
7033,23
7034,3
7035,10
7036,15
7037,10
7038,2
7039,4
7040,18
7041,13
7042,8
7043,15
7044,21
7045,2
7046,6
7047,19
7048,4
7049,17
7050,2
7051,0
7052,6
7053,13
7054,4
7055,6
7056,17
7057,1
7058,1
7059,12
7060,4
7061,15
7062,22
7063,22
7064,5
7065,6
7066,11
7067,24
7068,15
7069,1
7070,3
7071,0
7072,23
7073,6
7074,19
7075,23
7076,21
7077,16
7078,23
7079,2
7080,20
7081,14
7082,5
7083,18
7084,14
7085,16
7086,19
7087,13
7088,19
7089,8
7090,7
7091,17
7092,0
7093,2
7094,14
7095,4
7096,10
7097,17
7098,5
7099,21
7100,6
7101,14
7102,24
7103,18
7104,10
7105,18
7106,5
7107,6
7108,6
7109,14
7110,10
7111,20
7112,24
7113,23
7114,21
7115,8
7116,4
7117,21
7118,2
7119,16
7120,23
7121,18
7122,13
7123,2
7124,7
7125,13
7126,13
7127,7
7128,17
7129,1
7130,16
7131,8
7132,1
7133,11
7134,24
7135,6
7136,0
7137,23
7138,1
7139,7
7140,18
7141,7
7142,14
7143,3
7144,20
7145,13
7146,14
7147,6
7148,12
7149,22
7150,10
7151,3
7152,12
7153,2
7154,15
7155,18
7156,8
7157,8
7158,21
7159,3
7160,0
7161,13
7162,6
7163,10
7164,17
7165,12
7166,11
7167,21
7168,24
7169,0
7170,0
7171,11
7172,3
7173,24
7174,16
7175,11
7176,5
7177,5
7178,19
7179,24
7180,6
7181,16
7182,11
7183,20
7184,3
7185,5
7186,7
7187,17
7188,8
7189,18
7190,4
7191,14
7192,14
7193,18
7194,2
7195,2
7196,10
7197,21
7198,13
7199,5
7200,0
7201,5
7202,23
7203,12
7204,18
7205,24
7206,22
7207,22
7208,3
7209,5
7210,19
7211,18
7212,3
7213,21
7214,7
7215,2
7216,15
7217,0
7218,2
7219,10
7220,0
7221,3
7222,14
7223,17
7224,6
7225,4
7226,13
7227,1
7228,19
7229,5
7230,1
7231,5
7232,14
7233,20
7234,21
7235,18
7236,11
7237,2
7238,22
7239,4
7240,3
7241,16
7242,7
7243,16
7244,3
7245,22
7246,13
7247,22
7248,22
7249,17
7250,10
7251,15
7252,1
7253,24
7254,10
7255,2
7256,17
7257,24
7258,11
7259,21
7260,20
7261,8
7262,10
7263,23
7264,0
7265,0
7266,14
7267,7
7268,8
7269,21
7270,21
7271,5
7272,1
7273,2
7274,12
7275,10
7276,22
7277,23
7278,8
7279,14
7280,24
7281,23
7282,24
7283,15
7284,8
7285,7
7286,11
7287,17
7288,13
7289,24
7290,4
7291,22
7292,16
7293,18
7294,13
7295,14
7296,7
7297,21
7298,15
7299,18
7300,15
7301,3
7302,10
7303,2
7304,20
7305,6
7306,18
7307,6
7308,6
7309,14
7310,15
7311,23
7312,20
7313,19
7314,4
7315,7
7316,17
7317,8
7318,22
7319,16
7320,12
7321,13
7322,18
7323,23
7324,17
7325,17
7326,1
7327,24
7328,22
7329,1
7330,13
7331,22
7332,2
7333,20
7334,0
7335,12
7336,23
7337,19
7338,22
7339,4
7340,12
7341,11
7342,12
7343,3
7344,19
7345,1
7346,3
7347,2
7348,16
7349,1
7350,5
7351,7
7352,22
7353,19
7354,19
7355,17
7356,23
7357,14
7358,3
7359,14
7360,17
7361,8
7362,8
7363,10
7364,14
7365,23
7366,23
7367,23
7368,1
7369,22
7370,0
7371,18
7372,6
7373,1
7374,4
7375,5
7376,1
7377,11
7378,17
7379,0
7380,22
7381,23
7382,1
7383,22
7384,8
7385,15
7386,13
7387,17
7388,6
7389,0
7390,22
7391,17
7392,1
7393,23
7394,1
7395,13
7396,4
7397,15
7398,19
7399,8
7400,7
7401,2
7402,4
7403,0
7404,8
7405,2
7406,20
7407,8
7408,12
7409,16
7410,11
7411,1
7412,20
7413,7
7414,12
7415,0
7416,7
7417,12
7418,23
7419,2
7420,11
7421,13
7422,6
7423,14
7424,19
7425,12
7426,22
7427,4
7428,23
7429,5
7430,4
7431,23
7432,7
7433,21
7434,19
7435,5
7436,21
7437,3
7438,23
7439,6
7440,17
7441,15
7442,13
7443,3
7444,0
7445,21
7446,19
7447,18
7448,17
7449,8
7450,0
7451,6
7452,1
7453,18
7454,1
7455,11
7456,8
7457,17
7458,1
7459,0
7460,16
7461,20
7462,24
7463,7
7464,4
7465,2
7466,10
7467,6
7468,3
7469,2
7470,12
7471,1
7472,12
7473,10
7474,16
7475,6
7476,24
7477,16
7478,16
7479,15
7480,3
7481,4
7482,1
7483,1
7484,8
7485,22
7486,12
7487,4
7488,15
7489,8
7490,6
7491,23
7492,13
7493,8
7494,22
7495,19
7496,12
7497,13
7498,21
7499,17
7500,23
7501,23
7502,14
7503,16
7504,22
7505,23
7506,3
7507,16
7508,16
7509,5
7510,13
7511,13
7512,11
7513,22
7514,21
7515,21
7516,8
7517,12
7518,13
7519,23
7520,4
7521,3
7522,3
7523,17
7524,17
7525,7
7526,19
7527,11
7528,24
7529,4
7530,5
7531,23
7532,18
7533,6
7534,1
7535,11
7536,1
7537,18
7538,13
7539,3
7540,7
7541,11
7542,3
7543,21
7544,12
7545,17
7546,21
7547,5
7548,8
7549,19
7550,21
7551,10
7552,10
7553,6
7554,6
7555,8
7556,7
7557,10
7558,13
7559,24
7560,10
7561,8
7562,2
7563,14
7564,14
7565,6
7566,23
7567,3
7568,19
7569,3
7570,22
7571,11
7572,19
7573,7
7574,23
7575,14
7576,10
7577,14
7578,0
7579,22
7580,13
7581,6
7582,3
7583,1
7584,7
7585,16
7586,3
7587,7
7588,21
7589,11
7590,14
7591,5
7592,18
7593,24
7594,8
7595,19
7596,5
7597,10
7598,16
7599,23
7600,8
7601,3
7602,16
7603,0
7604,6
7605,8
7606,4
7607,13
7608,6
7609,3
7610,14
7611,11
7612,24
7613,24
7614,13
7615,22
7616,10
7617,16
7618,21
7619,21
7620,20
7621,22
7622,14
7623,17
7624,17
7625,13
7626,14
7627,12
7628,21
7629,16
7630,10
7631,23
7632,3
7633,15
7634,2
7635,3
7636,22
7637,24
7638,8
7639,21
7640,0
7641,10
7642,10
7643,24
7644,2
7645,24
7646,10
7647,11
7648,11
7649,19
7650,2
7651,8
7652,1
7653,7
7654,11
7655,15
7656,11
7657,2
7658,15
7659,14
7660,3
7661,22
7662,22
7663,24
7664,23
7665,17
7666,2
7667,14
7668,7
7669,17
7670,13
7671,20
7672,15
7673,11
7674,20
7675,21
7676,23
7677,24
7678,6
7679,6
7680,4
7681,22
7682,20
7683,24
7684,17
7685,16
7686,1
7687,12
7688,8
7689,2
7690,16
7691,17
7692,19
7693,23
7694,17
7695,14
7696,22
7697,6
7698,8
7699,13
7700,5
7701,0
7702,4
7703,5
7704,13
7705,2
7706,24
7707,18
7708,8
7709,19
7710,18
7711,23
7712,14
7713,17
7714,10
7715,1
7716,14
7717,8
7718,16
7719,10
7720,6
7721,7
7722,8
7723,23
7724,18
7725,24
7726,23
7727,17
7728,0
7729,18
7730,5
7731,0
7732,4
7733,21
7734,11
7735,12
7736,14
7737,24
7738,10
7739,13
7740,11
7741,21
7742,20
7743,6
7744,1
7745,16
7746,18
7747,2
7748,12
7749,22
7750,8
7751,15
7752,0
7753,18
7754,19
7755,11
7756,11
7757,16
7758,20
7759,12
7760,2
7761,13
7762,3
7763,12
7764,8
7765,1
7766,2
7767,20
7768,23
7769,3
7770,13
7771,14
7772,17
7773,1
7774,0
7775,2
7776,14
7777,14
7778,22
7779,14
7780,0
7781,8
7782,5
7783,24
7784,12
7785,12
7786,1
7787,4
7788,8
7789,7
7790,16
7791,8
7792,22
7793,11
7794,16
7795,17
7796,5
7797,8
7798,5
7799,10
7800,1
7801,5
7802,11
7803,16
7804,20
7805,15
7806,18
7807,11
7808,13
7809,11
7810,7
7811,11
7812,16
7813,23
7814,13
7815,17
7816,2
7817,19
7818,11
7819,17
7820,7
7821,2
7822,0
7823,6
7824,2
7825,19
7826,18
7827,14
7828,0
7829,4
7830,20
7831,21
7832,18
7833,5
7834,23
7835,4
7836,7
7837,19
7838,7
7839,19
7840,24
7841,21
7842,8
7843,20
7844,12
7845,13
7846,2
7847,15
7848,17
7849,14
7850,24
7851,17
7852,2
7853,22
7854,19
7855,3
7856,21
7857,2
7858,22
7859,17
7860,0
7861,22
7862,13
7863,19
7864,17
7865,12
7866,17
7867,19
7868,21
7869,16
7870,15
7871,12
7872,2
7873,23
7874,1
7875,17
7876,5
7877,17
7878,18
7879,7
7880,10
7881,19
7882,6
7883,4
7884,16
7885,20
7886,17
7887,22
7888,2
7889,22
7890,21
7891,19
7892,14
7893,0
7894,20
7895,3
7896,20
7897,6
7898,10
7899,23
7900,23
7901,1
7902,7
7903,17
7904,14
7905,21
7906,23
7907,8
7908,18
7909,21
7910,15
7911,15
7912,8
7913,3
7914,7
7915,15
7916,1
7917,3
7918,1
7919,13
7920,8
7921,0
7922,1
7923,14
7924,17
7925,23
7926,13
7927,21
7928,6
7929,4
7930,6
7931,11
7932,15
7933,1
7934,17
7935,6
7936,23
7937,0
7938,12
7939,19
7940,2
7941,18
7942,19
7943,24
7944,22
7945,19
7946,6
7947,20
7948,24
7949,16
7950,8
7951,17
7952,14
7953,12
7954,19
7955,8
7956,11
7957,19
7958,17
7959,12
7960,17
7961,4
7962,5
7963,2
7964,15
7965,0
7966,23
7967,5
7968,4
7969,23
7970,18
7971,24
7972,22
7973,11
7974,2
7975,3
7976,20
7977,10
7978,0
7979,7
7980,17
7981,1
7982,8
7983,18
7984,13
7985,17
7986,14
7987,1
7988,7
7989,10
7990,14
7991,17
7992,24
7993,13
7994,15
7995,23
7996,8
7997,3
7998,7
7999,7
8000,17
8001,10
8002,23
8003,8
8004,19
8005,21
8006,17
8007,15
8008,16
8009,13
8010,1
8011,0
8012,1
8013,16
8014,5
8015,16
8016,17
8017,1
8018,11
8019,11
8020,7
8021,3
8022,11
8023,3
8024,7
8025,4
8026,16
8027,15
8028,17
8029,21
8030,13
8031,19
8032,8
8033,0
8034,6
8035,17
8036,24
8037,20
8038,12
8039,3
8040,4
8041,2
8042,19
8043,12
8044,11
8045,1
8046,20
8047,11
8048,5
8049,0
8050,3
8051,20
8052,4
8053,4
8054,3
8055,16
8056,8
8057,11
8058,17
8059,17
8060,7
8061,19
8062,3
8063,23
8064,4
8065,15
8066,1
8067,7
8068,21
8069,17
8070,3
8071,14
8072,23
8073,24
8074,18
8075,0
8076,2
8077,16
8078,15
8079,7
8080,12
8081,22
8082,15
8083,3
8084,16
8085,10
8086,7
8087,11
8088,16
8089,14
8090,19
8091,11
8092,2
8093,18
8094,18
8095,3
8096,2
8097,10
8098,20
8099,6
8100,13
8101,17
8102,5
8103,19
8104,23
8105,6
8106,2
8107,21
8108,6
8109,11
8110,15
8111,23
8112,20
8113,7
8114,1
8115,5
8116,23
8117,10
8118,5
8119,13
8120,21
8121,11
8122,23
8123,6
8124,17
8125,18
8126,10
8127,5
8128,4
8129,13
8130,11
8131,18
8132,12
8133,2
8134,17
8135,20
8136,20
8137,20
8138,8
8139,24
8140,15
8141,20
8142,8
8143,4
8144,2
8145,20
8146,3
8147,8
8148,15
8149,16
8150,16
8151,2
8152,22
8153,22
8154,21
8155,24
8156,12
8157,24
8158,11
8159,12
8160,11
8161,2
8162,2
8163,12
8164,2
8165,24
8166,12
8167,23
8168,1
8169,2
8170,20
8171,19
8172,18
8173,18
8174,8
8175,16
8176,19
8177,18
8178,12
8179,10
8180,11
8181,14
8182,18
8183,5
8184,19
8185,5
8186,23
8187,13
8188,17
8189,16
8190,11
8191,10
8192,19
8193,14
8194,10
8195,4
8196,5
8197,7
8198,16
8199,19
8200,4
8201,16
8202,20
8203,8
8204,14
8205,7
8206,24
8207,21
8208,16
8209,17
8210,13
8211,2
8212,23
8213,16
8214,21
8215,1
8216,17
8217,0
8218,8
8219,16
8220,7
8221,11
8222,1
8223,3
8224,12
8225,21
8226,18
8227,6
8228,23
8229,22
8230,8
8231,8
8232,18
8233,1
8234,0
8235,6
8236,17
8237,15
8238,20
8239,17
8240,19
8241,12
8242,7
8243,8
8244,20
8245,3
8246,10
8247,24
8248,19
8249,8
8250,5
8251,15
8252,18
8253,10
8254,0
8255,17
8256,10
8257,0
8258,3
8259,12
8260,5
8261,1
8262,7
8263,13
8264,14
8265,12
8266,4
8267,22
8268,11
8269,7
8270,2
8271,17
8272,22
8273,24
8274,17
8275,10
8276,5
8277,5
8278,7
8279,16
8280,16
8281,10
8282,19
8283,11
8284,2
8285,20
8286,1
8287,10
8288,2
8289,8
8290,24
8291,18
8292,2
8293,17
8294,16
8295,23
8296,2
8297,15
8298,2
8299,16
8300,10
8301,16
8302,13
8303,7
8304,8
8305,24
8306,10
8307,23
8308,17
8309,24
8310,12
8311,12
8312,12
8313,17
8314,15
8315,3
8316,7
8317,23
8318,17
8319,8
8320,11
8321,10
8322,12
8323,8
8324,17
8325,16
8326,13
8327,4
8328,21
8329,5
8330,13
8331,24
8332,20
8333,3
8334,15
8335,13
8336,3
8337,19
8338,14
8339,16
8340,23
8341,14
8342,20
8343,3
8344,11
8345,8
8346,8
8347,21
8348,8
8349,5
8350,12
8351,22
8352,4
8353,15
8354,23
8355,15
8356,24
8357,5
8358,3
8359,2
8360,12
8361,14
8362,22
8363,2
8364,10
8365,5
8366,1
8367,21
8368,6
8369,21
8370,3
8371,18
8372,10
8373,24
8374,19
8375,1
8376,6
8377,20
8378,17
8379,24
8380,14
8381,2
8382,22
8383,18
8384,1
8385,20
8386,11
8387,8
8388,24
8389,19
8390,22
8391,3
8392,14
8393,16
8394,11
8395,19
8396,14
8397,16
8398,21
8399,16
8400,13
8401,6
8402,0
8403,24
8404,18
8405,4
8406,1
8407,7
8408,10
8409,18
8410,24
8411,6
8412,5
8413,19
8414,3
8415,8
8416,14
8417,15
8418,6
8419,23
8420,21
8421,10
8422,8
8423,10
8424,15
8425,8
8426,1
8427,21
8428,10
8429,4
8430,20
8431,2
8432,4
8433,23
8434,23
8435,20
8436,2
8437,1
8438,21
8439,0
8440,5
8441,16
8442,11
8443,22
8444,24
8445,7
8446,6
8447,15
8448,8
8449,15
8450,5
8451,18
8452,8
8453,4
8454,2
8455,18
8456,3
8457,14
8458,22
8459,6
8460,20
8461,16
8462,4
8463,14
8464,2
8465,21
8466,7
8467,21
8468,17
8469,2
8470,22
8471,15
8472,7
8473,11
8474,22
8475,1
8476,16
8477,8
8478,3
8479,12
8480,0
8481,10
8482,16
8483,1
8484,10
8485,16
8486,21
8487,6
8488,21
8489,10
8490,18
8491,21
8492,10
8493,18
8494,18
8495,14
8496,0
8497,14
8498,19
8499,14
8500,16
8501,16
8502,18
8503,24
8504,13
8505,1
8506,21
8507,15
8508,3
8509,18
8510,7
8511,5
8512,17
8513,12
8514,4
8515,21
8516,1
8517,7
8518,15
8519,11
8520,15
8521,24
8522,2
8523,18
8524,20
8525,19
8526,23
8527,8
8528,4
8529,10
8530,23
8531,13
8532,1
8533,12
8534,19
8535,5
8536,14
8537,7
8538,13
8539,5
8540,12
8541,24
8542,3
8543,10
8544,19
8545,17
8546,1
8547,11
8548,11
8549,8
8550,1
8551,17
8552,18
8553,14
8554,0
8555,22
8556,13
8557,17
8558,5
8559,19
8560,17
8561,18
8562,15
8563,22
8564,17
8565,2
8566,20
8567,1
8568,10
8569,13
8570,18
8571,4
8572,11
8573,16
8574,7
8575,1
8576,20
8577,23
8578,14
8579,7
8580,23
8581,17
8582,16
8583,19
8584,6
8585,1
8586,23
8587,13
8588,6
8589,18
8590,15
8591,12
8592,16
8593,4
8594,3
8595,14
8596,17
8597,24
8598,6
8599,5
8600,13
8601,13
8602,5
8603,23
8604,13
8605,6
8606,22
8607,22
8608,13
8609,8
8610,4
8611,24
8612,11
8613,22
8614,20
8615,7
8616,17
8617,0
8618,14
8619,2
8620,24
8621,7
8622,18
8623,10
8624,20
8625,21
8626,17
8627,17
8628,13
8629,1
8630,22
8631,21
8632,16
8633,21
8634,22
8635,1
8636,8
8637,15
8638,5
8639,1
8640,0
8641,6
8642,17
8643,22
8644,6
8645,6
8646,22
8647,13
8648,0
8649,2
8650,4
8651,23
8652,19
8653,15
8654,13
8655,17
8656,15
8657,15
8658,19
8659,4
8660,19
8661,23
8662,22
8663,21
8664,16
8665,14
8666,24
8667,7
8668,2
8669,13
8670,16
8671,17
8672,19
8673,14
8674,19
8675,22
8676,3
8677,19
8678,0
8679,1
8680,17
8681,16
8682,13
8683,14
8684,15
8685,10
8686,15
8687,18
8688,23
8689,1
8690,11
8691,4
8692,23
8693,18
8694,7
8695,2
8696,8
8697,19
8698,5
8699,11
8700,8
8701,6
8702,8
8703,20
8704,8
8705,11
8706,10
8707,7
8708,18
8709,20
8710,12
8711,2
8712,18
8713,1
8714,2
8715,7
8716,23
8717,4
8718,12
8719,24
8720,11
8721,7
8722,12
8723,4
8724,15
8725,19
8726,24
8727,6
8728,8
8729,18
8730,4
8731,17
8732,7
8733,20
8734,15
8735,20
8736,14
8737,15
8738,22
8739,23
8740,20
8741,3
8742,16
8743,23
8744,18
8745,6
8746,23
8747,3
8748,22
8749,23
8750,10
8751,11
8752,3
8753,16
8754,13
8755,14
8756,6
8757,13
8758,7
8759,3
8760,19
8761,20
8762,24
8763,5
8764,21
8765,18
8766,23
8767,12
8768,12
8769,10
8770,15
8771,22
8772,24
8773,15
8774,17
8775,6
8776,12
8777,5
8778,1
8779,0
8780,16
8781,8
8782,13
8783,22
8784,15
8785,2
8786,19
8787,14
8788,7
8789,15
8790,5
8791,4
8792,2
8793,12
8794,23
8795,14
8796,19
8797,1
8798,12
8799,22
8800,20
8801,20
8802,22
8803,5
8804,13
8805,2
8806,7
8807,22
8808,14
8809,22
8810,21
8811,10
8812,22
8813,23
8814,20
8815,20
8816,2
8817,2
8818,19
8819,19
8820,18
8821,17
8822,14
8823,19
8824,3
8825,11
8826,18
8827,7
8828,22
8829,2
8830,10
8831,22
8832,22
8833,13
8834,5
8835,23
8836,15
8837,11
8838,3
8839,19
8840,22
8841,22
8842,8
8843,13
8844,15
8845,12
8846,18
8847,5
8848,7
8849,20
8850,18
8851,18
8852,20
8853,8
8854,7
8855,13
8856,1
8857,12
8858,19
8859,13
8860,7
8861,11
8862,4
8863,11
8864,6
8865,7
8866,17
8867,22
8868,14
8869,1
8870,2
8871,7
8872,24
8873,4
8874,19
8875,22
8876,3
8877,22
8878,22
8879,14
8880,19
8881,23
8882,16
8883,24
8884,16
8885,3
8886,5
8887,6
8888,16
8889,18
8890,1
8891,6
8892,17
8893,0
8894,24
8895,7
8896,24
8897,19
8898,4
8899,20
8900,0
8901,22
8902,12
8903,10
8904,14
8905,7
8906,21
8907,18
8908,14
8909,0
8910,20
8911,12
8912,17
8913,8
8914,22
8915,13
8916,23
8917,7
8918,8
8919,17
8920,13
8921,20
8922,18
8923,21
8924,7
8925,13
8926,16
8927,0
8928,11
8929,16
8930,13
8931,8
8932,2
8933,24
8934,17
8935,17
8936,20
8937,18
8938,21
8939,18
8940,6
8941,23
8942,20
8943,5
8944,12
8945,22
8946,24
8947,0
8948,16
8949,20
8950,1
8951,10
8952,10
8953,17
8954,12
8955,5
8956,5
8957,14
8958,6
8959,17
8960,17
8961,4
8962,3
8963,11
8964,8
8965,12
8966,1
8967,17
8968,1
8969,5
8970,8
8971,0
8972,3
8973,3
8974,17
8975,6
8976,5
8977,5
8978,7
8979,0
8980,4
8981,3
8982,8
8983,20
8984,1
8985,11
8986,20
8987,13
8988,1
8989,8
8990,15
8991,6
8992,4
8993,5
8994,5
8995,12
8996,4
8997,20
8998,17
8999,7
9000,16
9001,24
9002,22
9003,11
9004,11
9005,16
9006,22
9007,18
9008,20
9009,18
9010,8
9011,10
9012,8
9013,7
9014,20
9015,22
9016,22
9017,13
9018,7
9019,1
9020,18
9021,23
9022,12
9023,0
9024,3
9025,24
9026,23
9027,5
9028,11
9029,10
9030,13
9031,14
9032,11
9033,0
9034,18
9035,17
9036,10
9037,11
9038,20
9039,12
9040,16
9041,22
9042,0
9043,15
9044,12
9045,24
9046,2
9047,5
9048,10
9049,2
9050,3
9051,3
9052,24
9053,17
9054,6
9055,8
9056,19
9057,8
9058,23
9059,6
9060,14
9061,22
9062,6
9063,19
9064,21
9065,20
9066,15
9067,20
9068,16
9069,21
9070,21
9071,10
9072,2
9073,18
9074,14
9075,2
9076,16
9077,16
9078,6
9079,7
9080,20
9081,10
9082,19
9083,7
9084,10
9085,19
9086,19
9087,18
9088,24
9089,20
9090,7
9091,18
9092,18
9093,12
9094,21
9095,8
9096,15
9097,12
9098,0
9099,2
9100,0
9101,23
9102,24
9103,22
9104,13
9105,3
9106,22
9107,10
9108,17
9109,16
9110,3
9111,22
9112,15
9113,4
9114,5
9115,8
9116,21
9117,16
9118,16
9119,24
9120,5
9121,4
9122,3
9123,13
9124,0
9125,23
9126,0
9127,19
9128,24
9129,22
9130,23
9131,6
9132,6
9133,21
9134,13
9135,18
9136,4
9137,10
9138,16
9139,5
9140,8
